customer_id,age,gender,city,signup_date,membership_type
CUST_0001,56,Male,Pune,2025-07-08 03:38:37,Regular
CUST_0002,46,Female,Chennai,2025-08-07 23:03:12,Regular
CUST_0003,32,Male,Delhi,2025-10-04 13:45:34,Regular
CUST_0004,60,Female,Pune,2025-11-01 05:35:20,Regular
CUST_0005,25,Female,Mumbai,2025-06-02 03:42:14,Regular
CUST_0006,38,Female,Hyderabad,2024-07-28 22:28:39,Regular
CUST_0007,56,Male,Delhi,2025-08-02 22:51:36,Regular
CUST_0008,36,Male,Delhi,2024-08-30 19:29:41,Regular
CUST_0009,40,Male,Chennai,2024-04-02 04:20:43,Regular
CUST_0010,28,Female,Delhi,2025-09-08 00:55:48,Regular
CUST_0011,28,Female,Mumbai,2024-09-05 04:40:21,Premium
CUST_0012,41,Other,Mumbai,2025-02-06 05:13:14,Regular
CUST_0013,53,Male,Bengaluru,2025-02-04 11:16:33,Regular
CUST_0014,57,Female,Mumbai,2025-10-21 19:08:19,Regular
CUST_0015,41,Female,Pune,2024-02-24 06:21:22,Regular
CUST_0016,20,Male,Delhi,2025-04-29 23:34:14,Regular
CUST_0017,39,Male,Mumbai,2025-07-14 22:46:32,Regular
CUST_0018,19,Female,Chennai,2025-04-14 04:33:56,Premium
CUST_0019,41,Female,Bengaluru,2024-04-27 16:31:33,Regular
CUST_0020,61,Female,Delhi,2025-01-19 12:24:25,Premium
CUST_0021,47,Male,Bengaluru,2025-08-27 12:05:49,Premium
CUST_0022,55,Female,Delhi,2025-03-19 09:24:11,Regular
CUST_0023,19,Male,Chennai,2025-01-09 06:34:19,Regular
CUST_0024,38,Male,Bengaluru,2024-03-15 19:56:17,Regular
CUST_0025,50,Male,Hyderabad,2025-04-04 07:17:51,Regular
CUST_0026,29,Female,Pune,2025-05-08 05:50:58,Premium
CUST_0027,39,Female,Pune,2025-09-19 12:14:58,Regular
CUST_0028,61,Female,Delhi,2025-11-17 14:45:47,Regular
CUST_0029,42,Male,Hyderabad,2024-02-26 17:40:59,Premium
CUST_0030,44,Female,Bengaluru,2025-05-31 06:03:58,Regular
CUST_0031,59,Male,Hyderabad,2025-04-09 20:12:24,Regular
CUST_0032,45,Female,Hyderabad,2025-03-28 20:55:26,Regular
CUST_0033,33,Male,Bengaluru,2024-09-11 16:43:02,Regular
CUST_0034,32,Male,Chennai,2024-11-12 11:54:15,Premium
CUST_0035,64,Male,Hyderabad,2025-12-29 08:33:14,Regular
CUST_0036,61,Male,Hyderabad,2024-07-21 12:10:23,Regular
CUST_0037,20,Female,Chennai,2025-09-03 22:03:11,Regular
CUST_0038,54,Female,Hyderabad,2025-08-09 10:52:41,Regular
CUST_0039,24,Male,Hyderabad,2025-06-14 18:33:30,Regular
CUST_0040,38,Female,Hyderabad,2024-12-30 02:04:40,Regular
CUST_0041,26,Male,Pune,2025-08-09 08:21:09,Regular
CUST_0042,56,Female,Mumbai,2024-05-02 07:55:15,Premium
CUST_0043,35,Female,Chennai,2024-04-26 18:44:11,Regular
CUST_0044,21,Female,Hyderabad,2024-02-14 23:43:28,Regular
CUST_0045,42,Male,Pune,2025-05-21 10:16:55,Regular
CUST_0046,31,Female,Chennai,2025-08-03 16:26:09,Premium
CUST_0047,26,Female,Delhi,2025-06-11 10:28:07,Regular
CUST_0048,43,Male,Delhi,2025-04-11 04:48:27,Regular
CUST_0049,19,Male,Hyderabad,2025-03-06 05:01:24,Premium
CUST_0050,37,Female,Pune,2024-09-11 07:02:30,Regular
CUST_0051,45,Female,Pune,2024-04-07 21:16:51,Regular
CUST_0052,64,Female,Chennai,2025-11-03 12:03:48,Regular
CUST_0053,24,Female,Chennai,2025-08-14 21:23:12,Regular
CUST_0054,61,Female,Pune,2024-04-15 18:09:04,Premium
CUST_0055,25,Male,Chennai,2025-03-30 13:44:14,Regular
CUST_0056,64,Male,Pune,2025-11-18 17:29:55,Regular
CUST_0057,52,Male,Mumbai,2025-08-01 19:37:54,Premium
CUST_0058,31,Female,Pune,2025-05-03 07:00:44,Regular
CUST_0059,34,Male,Delhi,2024-03-21 06:01:45,Regular
CUST_0060,53,Female,Chennai,2024-09-15 08:43:39,Regular
CUST_0061,57,Female,Pune,2024-07-13 09:08:33,Regular
CUST_0062,21,Female,Pune,2025-08-14 16:01:31,Regular
CUST_0063,19,Male,Chennai,2024-11-29 13:48:18,Regular
CUST_0064,23,Female,Mumbai,2025-09-12 08:13:30,Regular
CUST_0065,59,Male,Mumbai,2025-06-24 13:47:26,Regular
CUST_0066,21,Female,Chennai,2025-04-02 22:12:46,Premium
CUST_0067,46,Male,Bengaluru,2025-06-04 11:30:34,Regular
CUST_0068,35,Male,Chennai,2024-06-16 23:10:53,Regular
CUST_0069,43,Female,Chennai,2024-04-21 07:02:34,Regular
CUST_0070,61,Male,Mumbai,2025-12-13 23:16:00,Regular
CUST_0071,51,Male,Mumbai,2025-01-08 07:40:32,Regular
CUST_0072,27,Female,Chennai,2024-09-17 18:17:09,Regular
CUST_0073,53,Female,Chennai,2024-06-17 11:49:19,Regular
CUST_0074,31,Female,Chennai,2025-08-20 23:27:00,Premium
CUST_0075,48,Female,Mumbai,2024-09-16 10:10:41,Regular
CUST_0076,32,Female,Chennai,2025-11-06 23:28:47,Premium
CUST_0077,25,Male,Chennai,2024-04-14 05:14:31,Regular
CUST_0078,31,Male,Hyderabad,2024-06-30 23:42:03,Premium
CUST_0079,40,Male,Bengaluru,2025-09-28 23:01:57,Regular
CUST_0080,57,Female,Delhi,2024-02-13 13:50:56,Premium
CUST_0081,38,Female,Bengaluru,2025-07-26 02:59:42,Regular
CUST_0082,33,Male,Hyderabad,2024-02-08 11:41:55,Regular
CUST_0083,62,Male,Delhi,2025-07-06 06:25:52,Regular
CUST_0084,35,Female,Chennai,2024-06-11 19:32:01,Regular
CUST_0085,64,Male,Hyderabad,2024-03-01 09:11:32,Regular
CUST_0086,41,Female,Chennai,2025-04-29 00:23:57,Regular
CUST_0087,43,Female,Mumbai,2025-08-15 03:13:59,Regular
CUST_0088,42,Female,Pune,2025-03-08 14:01:59,Regular
CUST_0089,62,Male,Hyderabad,2024-09-28 04:12:42,Regular
CUST_0090,58,Female,Mumbai,2024-02-02 22:37:54,Regular
CUST_0091,46,Female,Hyderabad,2025-06-25 11:08:58,Premium
CUST_0092,32,Female,Hyderabad,2025-06-20 07:50:04,Regular
CUST_0093,62,Female,Mumbai,2025-04-02 16:02:11,Premium
CUST_0094,18,Female,Delhi,2024-10-03 00:02:33,Regular
CUST_0095,42,Female,Bengaluru,2025-01-20 01:21:30,Premium
CUST_0096,24,Male,Chennai,2024-10-12 06:58:53,Premium
CUST_0097,26,Female,Hyderabad,2024-07-06 00:38:02,Regular
CUST_0098,41,Female,Chennai,2025-10-07 13:48:47,Regular
CUST_0099,18,Male,Pune,2025-01-27 17:20:26,Regular
CUST_0100,61,Female,Mumbai,2024-07-06 15:40:25,Premium
CUST_0101,25,Female,Chennai,2024-08-27 01:41:06,Regular
CUST_0102,41,Female,Mumbai,2025-01-19 02:47:13,Regular
CUST_0103,28,Male,Chennai,2024-02-05 02:35:49,Regular
CUST_0104,34,Male,Bengaluru,2024-11-04 21:08:10,Premium
CUST_0105,25,Other,Bengaluru,2024-11-15 23:27:56,Premium
CUST_0106,52,Female,Bengaluru,2024-09-25 08:04:30,Premium
CUST_0107,52,Male,Bengaluru,2024-06-21 19:16:04,Regular
CUST_0108,50,Female,Bengaluru,2025-02-01 10:08:29,Regular
CUST_0109,22,Female,Bengaluru,2024-09-07 22:14:01,Regular
CUST_0110,59,Female,Mumbai,2025-04-15 04:02:44,Regular
CUST_0111,56,Female,Hyderabad,2024-12-31 15:08:41,Regular
CUST_0112,58,Male,Chennai,2024-12-02 05:43:24,Regular
CUST_0113,45,Male,Bengaluru,2025-07-01 21:44:04,Regular
CUST_0114,24,Male,Mumbai,2024-05-18 21:10:01,Regular
CUST_0115,26,Female,Mumbai,2024-03-13 21:51:32,Premium
CUST_0116,25,Male,Mumbai,2024-09-18 07:09:22,Regular
CUST_0117,29,Male,Hyderabad,2025-10-28 07:12:22,Premium
CUST_0118,51,Male,Chennai,2024-11-25 11:09:57,Regular
CUST_0119,50,Female,Hyderabad,2025-04-01 23:31:15,Regular
CUST_0120,40,Female,Delhi,2025-06-05 02:40:17,Regular
CUST_0121,41,Male,Mumbai,2025-12-07 06:02:35,Regular
CUST_0122,54,Male,Delhi,2025-12-03 11:04:40,Regular
CUST_0123,52,Female,Pune,2025-05-15 21:58:52,Regular
CUST_0124,61,Male,Bengaluru,2024-12-21 16:46:04,Regular
CUST_0125,57,Male,Bengaluru,2025-10-14 13:31:38,Regular
CUST_0126,39,Male,Hyderabad,2025-02-02 04:53:02,Regular
CUST_0127,44,Male,Chennai,2025-06-28 18:57:01,Premium
CUST_0128,52,Male,Delhi,2025-12-20 21:34:43,Premium
CUST_0129,18,Female,Chennai,2025-06-06 13:11:08,Regular
CUST_0130,52,Male,Hyderabad,2024-04-09 00:44:15,Regular
CUST_0131,54,Female,Bengaluru,2025-09-01 13:15:27,Premium
CUST_0132,64,Male,Chennai,2025-01-28 09:38:29,Premium
CUST_0133,31,Female,Chennai,2025-05-19 22:29:23,Regular
CUST_0134,20,Female,Bengaluru,2025-07-18 15:48:20,Premium
CUST_0135,18,Male,Delhi,2025-11-03 02:02:12,Regular
CUST_0136,22,Female,Bengaluru,2025-03-29 18:39:36,Premium
CUST_0137,43,Male,Chennai,2024-12-05 20:14:40,Premium
CUST_0138,31,Other,Delhi,2024-02-20 02:01:48,Regular
CUST_0139,56,Male,Delhi,2025-06-03 17:04:33,Regular
CUST_0140,44,Male,Bengaluru,2025-08-23 20:17:48,Premium
CUST_0141,26,Male,Chennai,2025-08-14 15:25:09,Regular
CUST_0142,32,Other,Hyderabad,2025-09-14 23:45:56,Regular
CUST_0143,32,Female,Chennai,2024-10-01 15:32:10,Premium
CUST_0144,43,Female,Mumbai,2025-06-02 04:34:30,Regular
CUST_0145,59,Male,Pune,2024-05-26 05:10:10,Regular
CUST_0146,30,Female,Hyderabad,2025-09-10 04:18:10,Regular
CUST_0147,49,Male,Delhi,2024-09-28 07:56:25,Regular
CUST_0148,56,Female,Hyderabad,2025-12-12 14:25:37,Regular
CUST_0149,49,Male,Delhi,2025-04-09 00:58:07,Regular
CUST_0150,21,Male,Delhi,2024-10-19 17:31:24,Regular
CUST_0151,47,Male,Hyderabad,2024-12-20 03:04:18,Regular
CUST_0152,54,Male,Delhi,2024-09-20 06:17:29,Regular
CUST_0153,40,Female,Delhi,2025-06-19 12:11:28,Regular
CUST_0154,56,Male,Mumbai,2025-01-05 03:51:48,Regular
CUST_0155,62,Female,Chennai,2025-12-12 23:58:37,Regular
CUST_0156,32,Male,Chennai,2024-10-01 00:27:42,Regular
CUST_0157,60,Female,Pune,2024-08-17 19:05:15,Regular
CUST_0158,46,Male,Pune,2024-02-02 22:03:00,Regular
CUST_0159,53,Male,Mumbai,2025-10-22 18:25:47,Premium
CUST_0160,30,Female,Pune,2024-05-07 10:23:06,Regular
CUST_0161,49,Male,Hyderabad,2025-06-22 13:15:18,Regular
CUST_0162,24,Male,Bengaluru,2025-11-05 22:46:27,Regular
CUST_0163,39,Female,Bengaluru,2024-06-24 07:55:30,Regular
CUST_0164,45,Female,Bengaluru,2025-03-22 23:55:44,Regular
CUST_0165,19,Male,Mumbai,2024-04-26 10:50:03,Regular
CUST_0166,59,Male,Mumbai,2024-08-29 13:31:42,Regular
CUST_0167,62,Female,Delhi,2025-12-06 17:19:19,Regular
CUST_0168,23,Male,Bengaluru,2024-11-21 06:59:46,Regular
CUST_0169,45,Male,Hyderabad,2025-05-06 22:58:20,Regular
CUST_0170,45,Male,Pune,2024-03-02 08:35:58,Regular
CUST_0171,61,Female,Hyderabad,2024-07-30 14:42:41,Regular
CUST_0172,61,Female,Pune,2024-08-12 19:56:58,Regular
CUST_0173,37,Male,Bengaluru,2024-07-26 23:42:27,Regular
CUST_0174,47,Male,Bengaluru,2025-07-08 11:00:02,Regular
CUST_0175,28,Male,Bengaluru,2024-02-26 14:04:44,Regular
CUST_0176,45,Female,Mumbai,2025-04-15 22:11:28,Regular
CUST_0177,42,Male,Pune,2024-01-11 02:05:22,Regular
CUST_0178,56,Male,Mumbai,2024-09-21 04:45:47,Regular
CUST_0179,50,Female,Mumbai,2024-06-28 16:07:45,Regular
CUST_0180,18,Male,Chennai,2025-11-28 11:35:03,Regular
CUST_0181,44,Female,Hyderabad,2025-10-24 07:05:57,Premium
CUST_0182,30,Male,Hyderabad,2024-12-07 21:00:40,Regular
CUST_0183,58,Male,Delhi,2025-07-14 07:17:43,Premium
CUST_0184,20,Male,Mumbai,2025-07-15 00:06:17,Regular
CUST_0185,56,Female,Pune,2025-02-17 14:45:38,Regular
CUST_0186,23,Female,Chennai,2025-11-17 14:28:52,Regular
CUST_0187,25,Female,Chennai,2025-08-22 21:43:02,Regular
CUST_0188,44,Male,Hyderabad,2024-08-12 07:55:00,Regular
CUST_0189,26,Female,Mumbai,2024-12-31 19:48:23,Premium
CUST_0190,54,Male,Delhi,2025-02-12 02:21:15,Regular
CUST_0191,50,Male,Mumbai,2025-03-13 20:05:24,Premium
CUST_0192,59,Female,Bengaluru,2024-12-03 19:59:12,Regular
CUST_0193,61,Male,Mumbai,2025-01-20 17:41:56,Regular
CUST_0194,41,Male,Bengaluru,2025-08-08 07:37:07,Regular
CUST_0195,32,Male,Bengaluru,2024-02-04 10:33:25,Regular
CUST_0196,49,Male,Delhi,2025-03-23 09:06:26,Regular
CUST_0197,49,Male,Pune,2025-01-01 11:35:26,Regular
CUST_0198,41,Female,Hyderabad,2025-06-26 00:47:59,Regular
CUST_0199,58,Male,Mumbai,2024-06-08 07:15:00,Regular
CUST_0200,29,Female,Bengaluru,2024-09-23 23:21:05,Regular
CUST_0201,56,Female,Mumbai,2024-06-17 16:17:14,Premium
CUST_0202,19,Male,Pune,2025-04-27 17:21:57,Regular
CUST_0203,20,Male,Hyderabad,2024-04-16 05:05:48,Premium
CUST_0204,54,Male,Pune,2024-09-22 12:33:50,Premium
CUST_0205,34,Female,Hyderabad,2025-06-10 15:19:39,Premium
CUST_0206,19,Male,Chennai,2024-11-30 15:04:21,Regular
CUST_0207,19,Female,Hyderabad,2024-10-07 23:30:28,Regular
CUST_0208,45,Male,Delhi,2025-07-24 22:11:01,Premium
CUST_0209,40,Female,Pune,2025-04-05 07:21:46,Regular
CUST_0210,54,Male,Bengaluru,2024-05-01 15:57:26,Regular
CUST_0211,49,Male,Chennai,2025-06-24 03:41:56,Regular
CUST_0212,50,Female,Delhi,2025-10-06 06:40:16,Regular
CUST_0213,18,Female,Mumbai,2025-03-17 11:19:19,Regular
CUST_0214,36,Male,Pune,2025-05-19 04:33:23,Regular
CUST_0215,19,Female,Bengaluru,2025-11-09 21:31:20,Premium
CUST_0216,61,Female,Hyderabad,2024-04-13 22:09:49,Regular
CUST_0217,43,Female,Bengaluru,2024-06-08 15:10:49,Premium
CUST_0218,49,Female,Mumbai,2024-11-21 05:00:59,Regular
CUST_0219,23,Male,Chennai,2024-02-12 15:18:29,Regular
CUST_0220,49,Male,Chennai,2025-02-10 04:20:32,Regular
CUST_0221,21,Male,Pune,2025-07-31 05:49:38,Regular
CUST_0222,28,Female,Chennai,2025-04-19 18:18:58,Premium
CUST_0223,34,Female,Pune,2025-10-03 09:10:49,Regular
CUST_0224,55,Male,Pune,2025-08-31 07:45:51,Regular
CUST_0225,41,Male,Pune,2025-12-29 14:59:55,Regular
CUST_0226,22,Female,Hyderabad,2024-08-17 17:19:47,Regular
CUST_0227,51,Other,Delhi,2024-07-26 10:01:03,Regular
CUST_0228,23,Female,Pune,2025-01-10 14:46:29,Regular
CUST_0229,39,Male,Pune,2025-06-11 06:04:46,Regular
CUST_0230,28,Male,Delhi,2024-10-04 00:13:42,Premium
CUST_0231,33,Male,Bengaluru,2024-01-17 09:35:53,Regular
CUST_0232,50,Female,Pune,2024-12-16 02:50:11,Regular
CUST_0233,26,Male,Hyderabad,2024-08-13 08:44:21,Regular
CUST_0234,23,Female,Chennai,2024-12-04 23:33:30,Premium
CUST_0235,33,Male,Chennai,2024-01-05 21:01:20,Regular
CUST_0236,46,Female,Mumbai,2024-01-11 12:34:05,Regular
CUST_0237,20,Female,Mumbai,2025-08-09 11:47:35,Regular
CUST_0238,37,Female,Chennai,2024-07-04 02:33:58,Premium
CUST_0239,53,Male,Chennai,2025-07-27 16:21:34,Regular
CUST_0240,36,Male,Hyderabad,2025-08-19 18:53:14,Premium
CUST_0241,43,Male,Delhi,2025-07-14 12:08:42,Regular
CUST_0242,20,Female,Mumbai,2025-09-12 14:50:39,Regular
CUST_0243,36,Female,Delhi,2025-01-30 05:17:44,Premium
CUST_0244,37,Female,Hyderabad,2024-05-23 19:35:14,Regular
CUST_0245,49,Female,Chennai,2024-12-12 07:18:40,Premium
CUST_0246,24,Female,Pune,2024-11-04 07:26:42,Premium
CUST_0247,58,Male,Delhi,2024-07-09 06:27:00,Premium
CUST_0248,50,Female,Chennai,2025-08-18 23:50:37,Regular
CUST_0249,57,Male,Chennai,2024-05-21 21:17:14,Premium
CUST_0250,56,Male,Bengaluru,2024-03-07 07:46:25,Regular
CUST_0251,35,Female,Delhi,2024-10-23 01:35:23,Premium
CUST_0252,57,Male,Pune,2025-02-19 22:11:58,Regular
CUST_0253,18,Male,Delhi,2025-12-23 04:20:14,Premium
CUST_0254,28,Female,Chennai,2025-10-22 05:45:18,Regular
CUST_0255,45,Male,Pune,2025-07-02 06:02:43,Regular
CUST_0256,42,Female,Hyderabad,2025-04-27 21:39:18,Regular
CUST_0257,40,Male,Bengaluru,2024-05-25 06:15:08,Premium
CUST_0258,48,Male,Chennai,2025-01-19 10:17:06,Regular
CUST_0259,47,Male,Mumbai,2025-10-06 23:11:43,Regular
CUST_0260,59,Male,Mumbai,2025-08-06 23:51:26,Premium
CUST_0261,52,Female,Bengaluru,2025-09-18 04:17:11,Regular
CUST_0262,24,Male,Hyderabad,2025-05-22 15:21:23,Regular
CUST_0263,33,Female,Chennai,2024-06-06 11:23:24,Regular
CUST_0264,43,Male,Delhi,2024-03-23 00:18:24,Regular
CUST_0265,19,Female,Bengaluru,2024-06-09 00:14:40,Regular
CUST_0266,18,Female,Hyderabad,2024-03-18 13:02:24,Regular
CUST_0267,29,Female,Delhi,2024-05-02 13:06:39,Regular
CUST_0268,22,Male,Mumbai,2024-10-25 15:05:43,Regular
CUST_0269,54,Male,Mumbai,2025-02-24 18:51:17,Regular
CUST_0270,49,Male,Delhi,2024-10-27 15:01:22,Regular
CUST_0271,26,Female,Bengaluru,2025-06-21 19:38:34,Regular
CUST_0272,58,Male,Mumbai,2025-06-02 14:26:20,Premium
CUST_0273,52,Female,Chennai,2024-05-18 08:17:50,Regular
CUST_0274,36,Female,Pune,2024-03-20 03:56:29,Regular
CUST_0275,33,Male,Delhi,2024-04-09 04:42:36,Premium
CUST_0276,20,Female,Delhi,2024-08-12 01:47:10,Premium
CUST_0277,37,Male,Mumbai,2024-06-22 13:02:07,Regular
